time,type,value,duration
1:14:46.1760,state,idle,0
1:14:46.1760,state,working,7
1:14:52.9665,state,idle,0
1:14:52.9665,state,working,4
1:14:56.7204,state,idle,0
1:14:56.7204,state,working,2
1:14:58.4096,state,idle,0
1:14:58.4096,state,working,6
1:15:04.8222,state,idle,0
1:15:04.8222,state,working,18
1:15:23.1944,state,idle,0
1:15:23.1944,state,working,6
1:15:28.8997,state,idle,0
1:15:28.8997,state,working,3
1:15:31.9997,state,failed,223
1:19:14.7007,state,working,17
1:19:31.3168,state,idle,0
1:19:31.3168,state,working,2
1:19:33.1256,state,idle,0
1:19:33.1256,state,working,3
1:19:36.0653,state,idle,0
1:19:36.0653,state,working,1
1:19:37.2038,state,idle,0
1:19:37.2038,state,working,1
1:19:38.0038,state,idle,0
1:19:38.0038,state,working,12
1:19:49.6256,state,idle,0
1:19:49.6256,state,working,6
1:19:55.1312,state,idle,0
1:19:55.1312,state,working,7
1:20:02.2177,state,idle,0
1:20:02.2177,state,working,4
1:20:06.5172,state,idle,0
1:20:06.5172,state,working,4
1:20:10.3121,state,idle,0
1:20:10.3121,state,working,5
1:20:15.1997,state,idle,0
1:20:15.1997,state,working,8
1:20:23.6662,state,idle,0
1:20:23.6662,state,working,9
1:20:32.5970,state,idle,0
1:20:32.5970,state,working,6
1:20:38.3168,state,idle,0
1:20:38.3168,state,working,9
1:20:47.1995,state,idle,0
1:20:47.1995,state,working,7
1:20:54.3168,state,idle,0
1:20:54.3168,state,working,8
1:21:02.3168,state,idle,0
1:21:02.3168,state,working,8
1:21:10.3168,state,idle,0
1:21:10.3168,state,working,8
1:21:18.3168,state,idle,0
1:21:18.3168,state,working,8
1:21:26.3168,state,idle,0
1:21:26.3168,state,working,21
1:21:47.4912,state,idle,0
1:21:47.4912,state,working,2
1:21:49.4718,state,idle,0
1:21:49.4718,state,working,3
1:21:52.5708,state,idle,0
1:21:52.5708,state,working,13
1:22:05.3401,state,idle,0
1:22:05.3401,state,working,10
1:22:14.9554,state,idle,0
1:22:14.9554,state,working,1
1:22:15.7554,state,idle,0
1:22:15.7554,state,working,32
1:22:47.3550,state,idle,0
1:22:47.3550,state,working,14
1:23:01.6344,state,idle,0
1:23:01.6344,state,working,2
1:23:03.4944,state,idle,0
1:23:03.4944,state,working,7
1:23:10.7575,state,idle,0
1:23:10.7575,state,working,3
1:23:13.6158,state,idle,0
1:23:13.6158,state,working,12
1:23:26.1104,state,idle,0
1:23:26.1104,state,working,8
1:23:34.0943,state,idle,0
1:23:34.0943,state,working,37
1:24:11.2129,state,idle,0
1:24:11.2129,state,working,4
1:24:14.9887,state,idle,0
1:24:14.9887,state,working,16
1:24:31.0367,state,idle,0
1:24:31.0367,state,working,2
1:24:33.5330,state,idle,0
1:24:33.5330,state,working,5
1:24:38.2688,state,idle,0
1:24:38.2688,state,working,1
1:24:39.4806,state,idle,0
1:24:39.4806,state,working,1
1:24:40.2806,state,idle,0
1:24:40.2806,state,working,13
1:24:53.5450,state,idle,0
1:24:53.5450,state,working,69
1:26:02.3608,state,idle,0
1:26:02.3608,state,working,1
1:26:03.7400,state,idle,0
1:26:03.7400,state,working,10
1:26:14.1539,state,idle,0
1:26:14.1539,state,working,1
1:26:14.9539,state,idle,0
1:26:14.9539,state,working,2
1:26:16.7354,state,idle,0
1:26:16.7354,state,working,3
1:26:20.0103,state,idle,0
1:26:20.0103,state,working,5
1:26:25.4818,state,idle,0
1:26:25.4818,state,working,1
1:26:26.2818,state,idle,0
1:26:26.2818,state,working,22
1:26:48.5930,state,idle,0
1:26:48.5930,state,working,17
1:27:05.5524,state,idle,0
1:27:05.5524,state,working,34
1:27:39.9782,state,idle,0
1:27:39.9782,state,working,2
1:27:42.2825,state,idle,0
1:27:42.2825,state,working,16
1:27:57.8966,state,idle,0
1:27:57.8966,state,working,2
1:27:59.8752,state,idle,0
1:27:59.8752,state,working,6
1:28:05.9283,state,idle,0
1:28:05.9283,state,working,3
1:28:09.3076,state,failed,99
1:29:48.7001,state,working,22
1:30:10.6996,state,idle,0
1:30:10.6996,state,working,5
1:30:15.9845,state,idle,0
1:30:15.9845,state,working,18
1:30:34.2571,state,idle,0
1:30:34.2571,state,working,1
1:30:35.6182,state,idle,0
1:30:35.6182,state,working,10
1:30:45.3501,state,idle,0
1:30:45.3501,state,working,15
1:31:00.6391,state,idle,0
1:31:00.6391,state,working,3
1:31:04.1040,state,idle,0
1:31:04.1040,state,working,1
1:31:04.9040,state,idle,0
1:31:04.9040,state,working,1
1:31:06.2965,state,idle,0
1:31:06.2965,state,working,2
1:31:08.3881,state,idle,0
1:31:08.3881,state,working,1
1:31:09.1881,state,idle,0
1:31:09.1881,state,working,4
1:31:13.6391,state,idle,0
1:31:13.6391,state,working,7
1:31:20.6391,state,idle,0
1:31:20.6391,state,working,7
1:31:27.6391,state,idle,0
1:31:27.6391,state,working,8
1:31:35.6391,state,idle,0
1:31:35.6391,state,working,8
1:31:43.6391,state,idle,0
1:31:43.6391,state,working,9
1:31:52.4299,state,idle,0
1:31:52.4299,state,working,10
1:32:02.3819,state,idle,0
1:32:02.3819,state,working,37
1:32:39.1163,state,idle,0
1:32:39.1163,state,working,32
1:33:11.4902,state,idle,0
1:33:11.4902,state,working,1
1:33:12.2902,state,idle,0
1:33:12.2902,state,working,3
1:33:14.8592,state,idle,0
1:33:14.8592,state,working,10
1:33:24.6035,state,idle,0
1:33:24.6035,state,working,7
1:33:31.8561,state,idle,0
1:33:31.8561,state,working,9
1:33:40.9702,state,idle,0
1:33:40.9702,state,working,10
1:33:51.4118,state,idle,0
1:33:51.4118,state,working,12
1:34:02.9354,state,idle,0
1:34:02.9354,state,working,7
1:34:09.6028,state,idle,0
1:34:09.6028,state,working,4
1:34:13.7827,state,idle,0
1:34:13.7827,state,working,3
1:34:16.3317,state,idle,0
1:34:16.3317,state,working,5
1:34:21.3536,state,idle,0
1:34:21.3536,state,working,2
1:34:23.2740,state,idle,0
1:34:23.2740,state,working,1
1:34:24.0740,state,idle,0
1:34:24.0740,state,working,6
1:34:29.7722,state,idle,0
1:34:29.7722,state,working,40
1:35:09.7245,state,idle,0
1:35:09.7245,state,working,3
1:35:12.4456,state,idle,0
1:35:12.4456,state,working,16
1:35:28.7084,state,idle,0
1:35:28.7084,state,working,5
1:35:33.3066,state,idle,0
1:35:33.3066,state,working,3
1:35:36.6017,state,idle,0
1:35:36.6017,state,working,9
1:35:45.8249,state,idle,0
1:35:45.8249,state,working,2
1:35:48.1054,state,idle,0
1:35:48.1054,state,working,1
1:35:48.9054,state,idle,0
1:35:48.9054,state,working,6
1:35:55.2782,state,idle,0
1:35:55.2782,state,working,6
1:36:01.4770,state,idle,0
1:36:01.4770,state,working,1
1:36:02.2770,state,idle,0
1:36:02.2770,state,working,2
1:36:04.0235,state,idle,0
1:36:04.0235,state,working,8
1:36:11.7084,state,idle,0
1:36:11.7084,state,working,12
1:36:23.8972,state,idle,0
1:36:23.8972,state,working,5
1:36:29.0840,state,idle,0
1:36:29.0840,state,working,7
1:36:35.7084,state,idle,0
1:36:35.7084,state,working,8
1:36:43.7084,state,idle,0
1:36:43.7084,state,working,17
1:37:00.6656,state,idle,0
1:37:00.6656,state,working,7
1:37:07.5393,state,idle,0
1:37:07.5393,state,working,6
1:37:13.8437,state,idle,0
1:37:13.8437,state,working,5
1:37:18.9622,state,idle,0
1:37:18.9622,state,working,5
1:37:23.7084,state,idle,0
1:37:23.7084,state,working,9
1:37:33.1514,state,idle,0
1:37:33.1514,state,working,12
1:37:44.9907,state,idle,0
1:37:44.9907,state,working,22
1:38:06.9951,state,idle,0
1:38:06.9951,state,working,7
1:38:13.5468,state,idle,0
1:38:13.5468,state,working,9
1:38:23.0469,state,idle,0
1:38:23.0469,state,working,3
1:38:26.2584,state,idle,0
1:38:26.2584,state,working,9
1:38:35.4856,state,idle,0
1:38:35.4856,state,working,2
1:38:37.2145,state,idle,0
1:38:37.2145,state,working,2
1:38:39.6419,state,idle,0
1:38:39.6419,state,working,7
1:38:46.3972,state,idle,0
1:38:46.3972,state,working,5
1:38:51.8361,state,idle,0
1:38:51.8361,state,working,8
1:38:59.7084,state,idle,0
1:38:59.7084,state,working,12
1:39:11.3135,state,idle,0
1:39:11.3135,state,working,4
1:39:15.0860,state,failed,16
1:39:31.2763,state,working,3
1:39:34.5323,state,idle,0
1:39:34.5323,state,working,7
1:39:41.7993,state,idle,0
1:39:41.7993,state,working,11
1:39:52.4042,state,idle,0
1:39:52.4042,state,working,1
1:39:53.5298,state,idle,0
1:39:53.5298,state,working,5
1:39:58.9115,state,idle,0
1:39:58.9115,state,working,4
1:40:03.3564,state,idle,0
1:40:03.3564,state,working,3
1:40:06.0174,state,idle,0
1:40:06.0174,state,working,8
1:40:14.1332,state,idle,0
1:40:14.1332,state,working,6
1:40:19.7084,state,idle,0
1:40:19.7084,state,working,23
1:40:42.5644,state,idle,0
1:40:42.5644,state,working,1
1:40:43.3644,state,idle,0
1:40:43.3644,state,working,20
1:41:03.2466,state,idle,0
1:41:03.2466,state,working,8
1:41:10.7724,state,idle,0
1:41:10.7724,state,working,15
1:41:25.3607,state,idle,0
1:41:25.3607,state,working,27
1:41:52.2050,state,idle,0
1:41:52.2050,state,working,8
1:41:59.7068,state,idle,0
1:41:59.7068,state,working,14
1:42:13.8198,state,idle,0
1:42:13.8198,state,working,14
1:42:28.0486,state,idle,0
1:42:28.0486,state,working,1
1:42:28.8486,state,idle,0
1:42:28.8486,state,working,17
1:42:45.3891,state,idle,0
1:42:45.3891,state,working,4
1:42:49.5429,state,idle,0
1:42:49.5429,state,working,3
1:42:52.4867,state,idle,0
1:42:52.4867,state,working,9
1:43:01.9732,state,idle,0
1:43:01.9732,state,working,9
1:43:11.2177,state,idle,0
1:43:11.2177,state,working,16
1:43:27.1363,state,idle,0
1:43:27.1363,state,working,14
1:43:40.9670,state,idle,0
1:43:40.9670,state,working,4
1:43:45.2378,state,idle,0
1:43:45.2378,state,working,15
1:43:59.7427,state,idle,0
1:43:59.7427,state,working,2
1:44:01.8701,state,idle,0
1:44:01.8701,state,working,1
1:44:02.9480,state,idle,0
1:44:02.9480,state,working,6
1:44:08.9649,state,idle,0
1:44:08.9649,state,working,4
1:44:12.5121,state,idle,0
1:44:12.5121,state,working,2
1:44:14.2502,state,idle,0
1:44:14.2502,state,working,7
1:44:21.1928,state,idle,0
1:44:21.1928,state,working,11
1:44:32.4247,state,idle,0
1:44:32.4247,state,working,19
1:44:51.8408,state,idle,0
1:44:51.8408,state,working,12
1:45:03.7760,state,idle,0
1:45:03.7760,state,working,4
1:45:07.4417,state,idle,0
1:45:07.4417,state,working,4
1:45:11.7771,state,idle,0
1:45:11.7771,state,working,28
1:45:39.6034,state,idle,0
1:45:39.6034,state,working,2
1:45:41.1382,state,idle,0
1:45:41.1382,state,working,2
1:45:42.9595,state,idle,0
1:45:42.9595,state,working,6
1:45:49.0665,state,idle,0
1:45:49.0665,state,working,1
1:45:49.9033,state,idle,0
1:45:49.9033,state,working,25
1:46:15.3475,state,idle,0
1:46:15.3475,state,working,1
1:46:16.1475,state,idle,0
1:46:16.1475,state,working,26
1:46:42.3903,state,idle,0
1:46:42.3903,state,working,4
1:46:46.5264,state,idle,0
1:46:46.5264,state,working,44
1:47:30.9271,state,idle,0
1:47:30.9271,state,working,1
1:47:31.7271,state,idle,0
1:47:31.7271,state,working,2
1:47:34.1931,state,idle,0
1:47:34.1931,state,working,3
1:47:37.1156,state,idle,0
1:47:37.1156,state,working,19
1:47:56.3379,state,idle,0
1:47:56.3379,state,working,6
1:48:02.7572,state,idle,0
1:48:02.7572,state,working,3
1:48:05.4028,state,idle,0
1:48:05.4028,state,working,5
1:48:10.2872,state,idle,0
1:48:10.2872,state,working,1
1:48:11.0872,state,idle,0
1:48:11.0872,state,working,2
1:48:12.6623,state,idle,0
1:48:12.6623,state,working,5
1:48:17.7780,state,idle,0
1:48:17.7780,state,working,28
1:48:46.2183,state,idle,0
1:48:46.2183,state,working,3
1:48:48.8136,state,idle,0
1:48:48.8136,state,working,10
1:48:59.1677,state,idle,0
1:48:59.1677,state,working,10
1:49:09.3623,state,idle,0
1:49:09.3623,state,working,15
1:49:24.7014,state,idle,0
1:49:24.7014,state,working,1
1:49:25.5014,state,idle,0
1:49:25.5014,state,working,7
1:49:32.8723,state,idle,0
1:49:32.8723,state,working,1
1:49:33.6723,state,idle,0
1:49:33.6723,state,working,13
1:49:46.4900,state,idle,0
1:49:46.4900,state,working,4
1:49:50.1633,state,idle,0
1:49:50.1633,state,working,4
1:49:54.3258,state,idle,0
1:49:54.3258,state,working,2
1:49:56.6215,state,idle,0
1:49:56.6215,state,working,3
1:49:59.8189,state,idle,0
1:49:59.8189,state,working,23
1:50:23.2906,state,idle,0
1:50:23.2906,state,working,6
1:50:29.1977,state,idle,0
1:50:29.1977,state,working,1
1:50:30.4400,state,idle,0
1:50:30.4400,state,working,17
1:50:47.1953,state,idle,0
1:50:47.1953,state,working,14
1:51:01.2111,state,idle,0
1:51:01.2111,state,working,1
1:51:02.0111,state,idle,0
1:51:02.0111,state,working,1
1:51:02.8111,state,idle,0
1:51:02.8111,state,working,4
1:51:06.6445,state,idle,0
1:51:06.6445,state,working,3
1:51:09.9271,state,idle,0
1:51:09.9271,state,working,23
1:51:33.2331,state,idle,0
1:51:33.2331,state,working,7
1:51:40.7312,state,idle,0
1:51:40.7312,state,working,10
1:51:51.0104,state,idle,0
1:51:51.0104,state,working,3
1:51:54.4563,state,idle,0
1:51:54.4563,state,working,9
1:52:03.4012,state,idle,0
1:52:03.4012,state,working,14
1:52:16.9883,state,idle,0
1:52:16.9883,state,working,5
1:52:22.0595,state,idle,0
1:52:22.0595,state,working,8
1:52:30.4298,state,idle,0
1:52:30.4298,state,working,2
1:52:32.5281,state,idle,0
1:52:32.5281,state,working,7
1:52:39.4002,state,idle,0
1:52:39.4002,state,working,1
1:52:40.2002,state,idle,0
1:52:40.2002,state,working,6
1:52:45.9271,state,idle,0
1:52:45.9271,state,working,8
1:52:53.9271,state,idle,0
1:52:53.9271,state,working,8
1:53:01.9271,state,idle,0
1:53:01.9271,state,working,8
1:53:09.9271,state,idle,0
1:53:09.9271,state,working,8
1:53:17.9271,state,idle,0
1:53:17.9271,state,working,8
1:53:25.9271,state,idle,0
1:53:25.9271,state,working,8
1:53:33.9271,state,idle,0
1:53:33.9271,state,working,8
1:53:42.1568,state,idle,0
1:53:42.1568,state,working,8
1:53:49.9271,state,idle,0
1:53:49.9271,state,working,8
1:53:57.9271,state,idle,0
1:53:57.9271,state,working,12
1:54:10.3425,state,idle,0
1:54:10.3425,state,working,4
1:54:13.9271,state,idle,0
1:54:13.9271,state,working,8
1:54:21.9271,state,idle,0
1:54:21.9271,state,working,11
1:54:32.8048,state,idle,0
1:54:32.8048,state,working,5
1:54:37.9271,state,idle,0
1:54:37.9271,state,working,9
1:54:47.0808,state,idle,0
1:54:47.0808,state,working,10
1:54:56.9596,state,idle,0
1:54:56.9596,state,working,5
1:55:01.9271,state,idle,0
1:55:01.9271,state,working,17
1:55:18.9833,state,idle,0
1:55:18.9833,state,working,12
1:55:31.2698,state,idle,0
1:55:31.2698,state,working,9
1:55:39.7949,state,idle,0
1:55:39.7949,state,working,5
1:55:45.2893,state,idle,0
1:55:45.2893,state,working,7
1:55:52.3234,state,idle,0
1:55:52.3234,state,working,10
1:56:02.5317,state,idle,0
1:56:02.5317,state,working,39
1:56:41.0698,state,idle,0
1:56:41.0698,state,working,11
1:56:51.5707,state,idle,0
1:56:51.5707,state,working,1
1:56:52.3707,state,idle,0
1:56:52.3707,state,working,2
1:56:54.6561,state,idle,0
1:56:54.6561,state,working,4
1:56:59.0245,state,idle,0
1:56:59.0245,state,working,3
1:57:01.6987,state,idle,0
1:57:01.6987,state,working,8
1:57:10.1598,state,idle,0
1:57:10.1598,state,working,4
1:57:14.0342,state,idle,0
1:57:14.0342,state,working,4
1:57:18.3738,state,idle,0
1:57:18.3738,state,working,4
1:57:22.0943,state,idle,0
1:57:22.0943,state,working,4
1:57:26.5707,state,idle,0
1:57:26.5707,state,working,8
1:57:34.5707,state,idle,0
1:57:34.5707,state,working,8
1:57:42.5707,state,idle,0
1:57:42.5707,state,working,12
1:57:54.2305,state,idle,0
1:57:54.2305,state,working,4
1:57:58.5707,state,idle,0
1:57:58.5707,state,working,8
1:58:06.5707,state,idle,0
1:58:06.5707,state,working,8
1:58:14.5707,state,idle,0
1:58:14.5707,state,working,9
1:58:23.2644,state,idle,0
1:58:23.2644,state,working,7
1:58:30.5707,state,idle,0
1:58:30.5707,state,working,8
1:58:38.6886,state,idle,0
1:58:38.6886,state,working,14
1:58:52.3095,state,idle,0
1:58:52.3095,state,working,6
1:58:58.4251,state,idle,0
1:58:58.4251,state,working,6
1:59:04.2295,state,idle,0
1:59:04.2295,state,working,6
1:59:10.5707,state,idle,0
1:59:10.5707,state,working,8
1:59:18.5707,state,idle,0
1:59:18.5707,state,working,8
1:59:26.5707,state,idle,0
1:59:26.5707,state,working,16
1:59:42.2718,state,idle,0
1:59:42.2718,state,working,6
1:59:48.1043,state,idle,0
1:59:48.1043,state,working,7
1:59:55.2130,state,idle,0
1:59:55.2130,state,working,6
2:00:01.0274,state,idle,0
2:00:01.0274,state,working,6
2:00:06.5707,state,idle,0
2:00:06.5707,state,working,8
2:00:14.5707,state,idle,0
2:00:14.5707,state,working,8
2:00:22.5707,state,idle,0
2:00:22.5707,state,working,8
2:00:30.5707,state,idle,0
2:00:30.5707,state,working,22
2:00:53.0398,state,idle,0
2:00:53.0398,state,working,2
2:00:55.0844,state,idle,0
2:00:55.0844,state,working,16
2:01:11.3767,state,idle,0
2:01:11.3767,state,working,7
2:01:18.3727,state,idle,0
2:01:18.3727,state,working,8
2:01:26.3954,state,idle,0
2:01:26.3954,state,working,2
2:01:28.3757,state,idle,0
2:01:28.3757,state,working,2
2:01:30.2527,state,idle,0
2:01:30.2527,state,working,4
2:01:34.5707,state,idle,0
2:01:34.5707,state,working,8
2:01:42.5707,state,idle,0
2:01:42.5707,state,working,8
2:01:50.5707,state,idle,0
2:01:50.5707,state,working,9
2:01:59.9442,state,idle,0
2:01:59.9442,state,working,7
2:02:06.5707,state,idle,0
2:02:06.5707,state,working,24
2:02:30.4109,state,idle,0
2:02:30.4109,state,working,22
2:02:52.7861,state,idle,0
2:02:52.7861,state,working,2
2:02:54.7228,state,idle,0
2:02:54.7228,state,working,28
2:03:22.2521,state,idle,0
2:03:22.2521,state,working,11
2:03:33.2622,state,idle,0
2:03:33.2622,state,working,15
2:03:48.1989,state,idle,0
2:03:48.1989,state,working,4
2:03:52.4740,state,idle,0
2:03:52.4740,state,working,1
2:03:53.2740,state,idle,0
2:03:53.2740,state,working,18
2:04:11.6242,state,idle,0
2:04:11.6242,state,working,20
2:04:31.7136,state,idle,0
2:04:31.7136,state,working,5
2:04:36.2960,state,idle,0
2:04:36.2960,state,working,7
2:04:42.9772,state,idle,0
2:04:42.9772,state,working,5
2:04:48.2443,state,idle,0
2:04:48.2443,state,working,2
2:04:50.0461,state,idle,0
2:04:50.0461,state,working,14
2:05:04.2251,state,idle,0
2:05:04.2251,state,working,6
2:05:09.8622,state,idle,0
2:05:09.8622,state,working,8
2:05:18.1611,state,idle,0
2:05:18.1611,state,working,47
2:06:05.0941,state,idle,0
2:06:05.0941,state,working,5
2:06:09.6195,state,idle,0
2:06:09.6195,state,working,1
2:06:11.1041,state,idle,0
2:06:11.1041,state,working,15
2:06:26.2695,state,idle,0
2:06:26.2695,state,working,10
2:06:36.2771,state,idle,0
2:06:36.2771,state,working,8
2:06:44.0342,state,idle,0
2:06:44.0342,state,working,1
2:06:44.8610,state,idle,0
2:06:44.8610,state,working,5
2:06:49.5019,state,idle,0
2:06:49.5019,state,working,11
2:07:00.5759,state,idle,0
2:07:00.5759,state,working,26
2:07:26.5297,state,idle,0
2:07:26.5297,state,working,1
2:07:27.8301,state,idle,0
2:07:27.8301,state,working,7
2:07:34.4370,state,idle,0
2:07:34.4370,state,working,1
2:07:35.8692,state,idle,0
2:07:35.8692,state,working,9
2:07:44.4991,state,idle,0
2:07:44.4991,state,working,8
2:07:52.0687,state,idle,0
2:07:52.0687,state,working,17
2:08:08.7229,state,idle,0
2:08:08.7229,state,working,13
2:08:21.2435,state,idle,0
2:08:21.2435,state,working,8
2:08:29.3677,state,idle,0
2:08:29.3677,state,working,1
2:08:30.1677,state,idle,0
2:08:30.1677,state,working,9
2:08:38.8390,state,idle,0
2:08:38.8390,state,working,3
2:08:41.4517,state,idle,0
2:08:41.4517,state,working,6
2:08:47.9374,state,idle,0
2:08:47.9374,state,working,5
2:08:53.4122,state,idle,0
2:08:53.4122,state,working,3
2:08:56.8246,state,idle,0
2:08:56.8246,state,working,1
2:08:57.6246,state,idle,0
2:08:57.6246,state,working,1
2:08:58.4246,state,idle,0
2:08:58.4246,state,working,27
2:09:24.9660,state,idle,0
2:09:24.9660,state,working,35
2:10:00.4330,state,idle,0
2:10:00.4330,state,working,6
